"","Interwał","Typ etapu","Okrążenie","Czas","Łączny czas","Dystans","Średnie tempo","Średni GAP","Średnie tętno","Maksymalne tętno","Całkowity wznios","Całkowity spadek","Średnia kadencja biegu","Średni czas kontaktu z podłożem","Średni bilans GCT","Średnia długość kroku","Średnie odchylenie pionowe","Średnie odchylenie do długości","Normalized Power® (NP®)","Średnia moc","Średnia W/kg","Maksymalna moc","Maksymalna W/kg","Suma kalorii","Średnia temperatura","Najlepsze tempo","Maksymalna kadencja biegu","Czas ruchu","Średnie tempo ruchu"
"","10","Bieg","22","1:58,0","44:48","0,50","3:56","3:57","163","174","5","0","187","214","50,8% L / 49,2% P","1,34","8,5","6,3","466","481","6.04","528","6.63","34","9,0","3:46","190","1:58,0","3:56"
"","","Regeneracja","23","1:30","46:18","0,18","8:20","7:27","157","173","2","0","157","332","50,0% L / 50,0% P","0,81","7,8","9,4","342","257","3.23","520","6.53","22","9,0","3:56","187","1:28","8:09"
"","11","Bieg","24","1:57,9","48:16","0,50","3:56","4:09","160","168","0","4","185","215","50,5% L / 49,5% P","1,35","8,5","6,3","416","428","5.37","533","6.69","32","9,0","3:41","187","1:57,9","3:56"
"","","Regeneracja","25","1:30","49:46","0,20","7:37","7:08","150","167","0","2","159","317","50,0% L / 50,0% P","0,87","8,6","9,8","317","266","3.34","487","6.12","19","9,0","3:58","184","1:28","7:27"
"","12","Bieg","26","1:57,5","51:43","0,50","3:55","3:56","165","175","4","0","189","213","50,5% L / 49,5% P","1,33","8,2","6,2","469","481","6.04","538","6.76","34","9,0","3:46","192","1:57","3:54"
"","","Regeneracja","27","1:30","53:13","0,20","7:41","6:59","158","173","2","0","160","318","50,2% L / 49,8% P","0,84","8,1","9,6","349","281","3.53","509","6.39","22","9,0","3:58","188","1:28","7:31"
"","13","Bieg","28","2:00,4","55:14","0,50","4:01","3:57","167","176","9","0","189","216","50,7% L / 49,3% P","1,30","8,1","6,2","474","484","6.08","577","7.25","36","9,0","3:44","194","2:00,4","4:01"
"","","Regeneracja","29","1:30","56:44","0,18","8:14","7:28","161","175","2","0","159","329","50,4% L / 49,6% P","0,79","7,7","9,6","328","260","3.26","496","6.23","22","9,0","4:06","183","1:28","8:03"
"","14","Bieg","30","2:07,7","58:51","0,50","4:15","4:10","166","176","10","0","186","224","50,7% L / 49,3% P","1,25","8,3","6,6","456","468","5.88","513","6.44","36","9,0","4:00","190","2:07","4:14"
"","","Regeneracja","31","1:30","1:00:21","0,19","7:52","7:23","159","175","2","0","160","319","50,3% L / 49,7% P","0,84","8,2","9,8","342","272","3.42","519","6.52","21","9,0","4:24","185","1:28","7:42"
"","","Schładzanie","32 - 33","7:19,4","1:07:41","1,05","6:59","6:38","143","150","29","3","164","299","50,1% L / 49,9% P","0,86","8,6","9,9","322","322","4.04","429","5.39","81","9,0","5:49","173","7:19,4","6:59"
"","Podsumowanie","--","--","1:07:41","1:07:41","13,01","5:12","5:11","152","176","95","101","173","261","50,7% L / 49,3% P","1,10","8,8","8,2","392","366","4.60","577","7.25","1.003","11,1","3:37","194","1:07:25","5:11"
