"Okrążenia","Czas","Łączny czas","Dystanskm","Średnie tempomin/km","Średni GAPmin/km","Średnie tętnobpm","Maksymalne tętnobpm","Całkowity wzniosm","Całkowity spadekm","Średnia mocW","Średnia W/kg","Maksymalna mocW","Maksymalna W/kg","Średnia kadencja bieguspm","Średni czas kontaktu z podłożemms","Średni bilans GCT%","Średnia długość krokum","Średnie odchylenie pionowecm","Średnie odchylenie do długości%","Suma kaloriiC","Średnia temperatura","Najlepsze tempomin/km","Maksymalna kadencja bieguspm","Czas ruchu","Średnie tempo ruchumin/km","Średnia utrata prędkości ruchu w trakcie kontaktu nogi z podłożemcm/s","Procent średniej utraty prędkości ruchu w trakcie kontaktu nogi z podłożem%"
"1","5:24,8","5:24,8","1,00","5:25","5:42","126","148","2","31","318","3.99","425","5.33","172","246","51,7% L / 48,3% P","1,08","9,4","8,6","69","19,0","4:54","178","5:23","5:23","--","--"
"2","5:16,9","10:42","1,00","5:17","5:29","126","132","0","17","331","4.15","357","4.48","176","249","51,1% L / 48,9% P","1,07","9,0","8,1","69","16,0","5:13","179","5:16,9","5:17","--","--"
"3","5:25,3","16:07","1,00","5:25","5:31","127","132","0","11","336","4.21","357","4.48","178","255","50,5% L / 49,5% P","1,04","8,7","8,1","70","15,0","5:13","180","5:25","5:25","--","--"
"4","5:54,6","22:02","1,00","5:55","5:47","129","133","9","0","340","4.26","394","4.94","177","268","50,0% L / 50,0% P","0,96","8,5","8,6","77","14,0","5:17","180","5:54,6","5:55","--","--"
"5","5:36,4","27:38","1,00","5:36","5:44","129","133","0","9","328","4.11","359","4.50","176","263","50,5% L / 49,5% P","1,01","8,7","8,4","71","13,0","5:28","180","5:36","5:36","--","--"
"6","6:03,8","33:42","1,00","6:04","5:54","130","136","9","0","332","4.16","394","4.94","177","268","50,0% L / 50,0% P","0,94","8,2","8,6","77","13,0","5:24","180","6:03,8","6:04","--","--"
"7","6:13,5","39:55","1,00","6:14","6:01","131","138","17","0","334","4.19","385","4.83","176","273","50,1% L / 49,9% P","0,91","8,2","8,7","77","13,0","5:54","182","6:13","6:13","--","--"
"8","6:41,0","46:36","1,00","6:41","6:10","132","136","30","0","337","4.23","425","5.33","173","281","50,4% L / 49,6% P","0,87","8,1","9,1","80","13,0","6:01","177","6:41","6:41","--","--"
"9","0:00,5","46:37","0,00","3:03","7:10","130","130","0","0","265","3.32","265","3.32","169","270","50,3% L / 49,7% P","0,85","8,9","10,3","0","13,0","7:06","169","0:00,5","3:04","--","--"
"Podsumowanie","46:37","46:37","8,00","5:50","5:48","129","148","66","68","332","4.16","425","5.33","175","264","50,5% L / 49,5% P","0,98","8,6","8,6","590","14,4","4:54","182","46:34","5:49","--","--"
