"Okrążenia","Czas","Łączny czas","Dystanskm","Średnie tempomin/km","Średni GAPmin/km","Średnie tętnobpm","Maksymalne tętnobpm","Całkowity wzniosm","Całkowity spadekm","Średnia mocW","Średnia W/kg","Maksymalna mocW","Maksymalna W/kg","Średnia kadencja bieguspm","Średni czas kontaktu z podłożemms","Średni bilans GCT%","Średnia długość krokum","Średnie odchylenie pionowecm","Średnie odchylenie do długości%","Suma kaloriiC","Średnia temperatura","Najlepsze tempomin/km","Maksymalna kadencja bieguspm","Czas ruchu","Średnie tempo ruchumin/km","Średnia utrata prędkości ruchu w trakcie kontaktu nogi z podłożemcm/s","Procent średniej utraty prędkości ruchu w trakcie kontaktu nogi z podłożem%"
"1","5:14,8","5:14,8","1,00","5:15","5:04","135","141","22","4","415","5.18","530","6.61","171","243","50,4% L / 49,6% P","1,10","10,0","8,9","76","19,0","4:15","176","5:14,8","5:15","--","--"
"2","4:49,7","10:04","1,00","4:50","4:46","140","144","5","8","408","5.09","456","5.69","174","236","50,3% L / 49,7% P","1,20","9,9","8,1","74","16,0","3:48","193","4:49,7","4:50","--","--"
"3","5:01,6","15:06","1,00","5:02","4:54","141","144","14","0","416","5.19","463","5.78","173","242","50,2% L / 49,8% P","1,15","10,0","8,5","76","15,0","4:55","175","5:01,6","5:02","--","--"
"4","5:11,4","20:17","1,00","5:11","4:57","143","149","18","0","418","5.22","557","6.95","172","245","50,3% L / 49,7% P","1,13","10,1","8,7","78","14,0","4:57","175","5:11","5:11","--","--"
"5","6:02,1","26:20","1,00","6:02","5:19","143","150","49","0","420","5.24","527","6.58","170","263","50,1% L / 49,9% P","0,96","9,5","9,8","87","13,0","5:15","176","6:02","6:02","--","--"
"6","6:01,5","32:21","1,00","6:02","5:22","144","150","44","0","418","5.22","505","6.30","169","264","50,1% L / 49,9% P","0,97","9,6","9,8","87","13,0","4:51","173","6:01","6:01","--","--"
"7","5:42,8","38:04","1,00","5:43","5:19","142","147","34","15","396","4.94","510","6.36","171","258","50,2% L / 49,8% P","1,01","9,5","9,4","79","13,0","4:01","179","5:42,8","5:43","--","--"
"8","4:20,2","42:24","1,00","4:20","4:35","140","146","0","46","376","4.69","466","5.82","175","224","50,4% L / 49,6% P","1,33","10,5","7,7","61","12,0","3:48","178","4:20,2","4:20","--","--"
"9","4:23,1","46:47","1,00","4:23","4:42","141","147","0","36","380","4.74","410","5.12","175","225","50,5% L / 49,5% P","1,30","10,3","7,7","62","12,0","4:19","178","4:23","4:23","--","--"
"10","4:39,3","51:26","1,00","4:39","4:45","142","149","5","24","394","4.92","498","6.21","176","232","50,2% L / 49,8% P","1,24","10,0","7,9","66","11,0","4:15","184","4:39","4:39","--","--"
"11","4:34,3","56:01","1,00","4:34","4:50","141","147","0","23","386","4.82","430","5.37","177","227","50,3% L / 49,7% P","1,23","10,1","8,0","64","11,0","4:18","179","4:34","4:34","--","--"
"12","4:39,5","1:00:40","1,00","4:39","4:49","141","145","0","19","386","4.82","419","5.23","176","234","50,2% L / 49,8% P","1,22","9,9","7,9","65","10,0","4:32","178","4:39,5","4:39","--","--"
"13","4:41,2","1:05:21","1,00","4:41","4:50","141","146","0","17","391","4.88","425","5.30","175","235","50,1% L / 49,9% P","1,21","10,0","8,0","65","10,0","4:26","179","4:41","4:41","--","--"
"14","2:03,5","1:07:25","0,40","5:07","5:00","143","146","2","6","400","4.99","452","5.64","173","245","50,4% L / 49,6% P","1,14","10,2","8,7","29","11,0","4:40","177","2:02","5:03","--","--"
"Podsumowanie","1:07:25","1:07:25","13,40","5:02","4:57","141","150","194","197","402","5.02","557","6.95","173","242","50,3% L / 49,7% P","1,14","9,9","8,6","968","13,0","3:48","193","1:07:22","5:02","--","--"
