"Okrążenia","Czas","Łączny czas","Dystanskm","Średnie tempomin/km","Średni GAPmin/km","Średnie tętnobpm","Maksymalne tętnobpm","Całkowity wzniosm","Całkowity spadekm","Średnia mocW","Średnia W/kg","Maksymalna mocW","Maksymalna W/kg","Średnia kadencja bieguspm","Średni czas kontaktu z podłożemms","Średni bilans GCT%","Średnia długość krokum","Średnie odchylenie pionowecm","Średnie odchylenie do długości%","Suma kaloriiC","Średnia temperatura","Najlepsze tempomin/km","Maksymalna kadencja bieguspm","Czas ruchu","Średnie tempo ruchumin/km","Średnia utrata prędkości ruchu w trakcie kontaktu nogi z podłożemcm/s","Procent średniej utraty prędkości ruchu w trakcie kontaktu nogi z podłożem%"
"11","5:08,3","56:31","1,00","5:08","5:06","149","154","7","5","372","4.72","454","5.76","174","256","49,8% L / 50,2% P","1,12","9,3","8,1","75","9,0","4:56","178","5:08","5:08","--","--"
"12","5:10,4","1:01:41","1,00","5:10","5:09","149","152","3","0","369","4.68","390","4.95","173","258","49,9% L / 50,1% P","1,11","9,4","8,2","75","9,0","5:02","175","5:10","5:10","--","--"
"13","5:09,9","1:06:51","1,00","5:10","5:06","151","156","7","0","374","4.74","421","5.34","173","258","49,7% L / 50,3% P","1,12","9,4","8,1","76","9,0","5:05","177","5:09,9","5:10","--","--"
"14","5:12,4","1:12:03","1,00","5:12","5:12","148","151","4","1","364","4.62","415","5.26","175","257","49,6% L / 50,4% P","1,10","9,2","8,2","74","9,0","5:03","184","5:12,4","5:12","--","--"
"15","5:07,7","1:17:11","1,00","5:08","5:10","148","154","2","6","371","4.71","408","5.18","175","255","50,0% L / 50,0% P","1,12","9,3","8,1","72","8,0","4:43","177","5:07","5:07","--","--"
"16","5:08,4","1:22:20","1,00","5:08","5:10","149","151","0","4","368","4.67","400","5.07","174","258","49,7% L / 50,3% P","1,12","9,3","8,1","71","8,0","4:56","178","5:08,4","5:08","--","--"
"17","5:11,7","1:27:31","1,00","5:12","5:12","148","152","0","2","367","4.66","404","5.12","173","260","49,8% L / 50,2% P","1,11","9,3","8,1","71","8,0","5:00","175","5:11","5:11","--","--"
"18","5:19,3","1:32:50","1,00","5:19","5:18","148","152","7","6","372","4.72","464","5.89","172","262","49,9% L / 50,1% P","1,09","9,3","8,3","72","7,0","5:03","177","5:19,3","5:19","--","--"
"19","5:12,4","1:38:03","1,00","5:12","5:15","147","152","4","8","365","4.63","406","5.15","173","259","49,7% L / 50,3% P","1,11","9,4","8,2","69","7,0","4:59","176","5:12","5:12","--","--"
"20","5:15,3","1:43:18","1,00","5:15","5:09","151","156","8","2","378","4.79","448","5.68","173","262","50,0% L / 50,0% P","1,10","9,3","8,3","74","8,0","5:02","176","5:15","5:15","--","--"
"21","5:10,7","1:48:29","1,00","5:11","5:14","149","154","2","4","364","4.62","420","5.33","174","261","49,9% L / 50,1% P","1,11","9,4","8,3","70","8,0","4:43","176","5:10,7","5:11","--","--"
"22","5:18,0","1:53:47","1,00","5:18","5:16","150","152","3","0","360","4.57","390","4.95","174","266","50,0% L / 50,0% P","1,09","9,1","8,2","72","8,0","5:11","176","5:18","5:18","--","--"
"23","5:17,8","1:59:05","1,00","5:18","5:16","149","152","2","2","364","4.62","393","4.98","174","265","50,0% L / 50,0% P","1,09","9,2","8,2","73","8,0","5:01","176","5:17,8","5:18","--","--"
"24","5:15,5","2:04:20","1,00","5:15","5:20","148","151","0","4","362","4.59","393","4.98","173","265","50,0% L / 50,0% P","1,10","9,3","8,3","70","7,0","5:05","176","5:15","5:15","--","--"
"25","5:21,1","2:09:41","1,00","5:21","5:18","149","152","6","4","369","4.68","464","5.89","173","267","50,0% L / 50,0% P","1,08","9,2","8,2","72","7,0","5:05","182","5:21","5:21","--","--"
"26","5:12,7","2:14:54","1,00","5:13","5:17","149","153","1","10","362","4.59","450","5.71","173","265","50,0% L / 50,0% P","1,10","9,2","8,1","70","7,0","4:53","179","5:12,7","5:13","--","--"
"27","0:01,2","2:14:55","0,01","3:00","5:18","148","148","0","0","354","4.49","357","4.53","173","269","50,2% L / 49,8% P","1,11","9,3","8,1","0","7,0","5:14","173","0:01","2:32","--","--"
"Podsumowanie","2:14:55","2:14:55","26,01","5:11","5:11","147","156","86","90","367","4.66","464","5.89","174","258","49,9% L / 50,1% P","1,11","9,2","8,1","1.902","8,6","4:35","184","2:14:47","5:11","--","--"
