"Okrążenia","Czas","Łączny czas","Dystanskm","Średnie tempomin/km","Średni GAPmin/km","Średnie tętnobpm","Maksymalne tętnobpm","Całkowity wzniosm","Całkowity spadekm","Średnia mocW","Średnia W/kg","Maksymalna mocW","Maksymalna W/kg","Średnia kadencja bieguspm","Średni czas kontaktu z podłożemms","Średni bilans GCT%","Średnia długość krokum","Średnie odchylenie pionowecm","Średnie odchylenie do długości%","Suma kaloriiC","Średnia temperatura","Najlepsze tempomin/km","Maksymalna kadencja bieguspm","Czas ruchu","Średnie tempo ruchumin/km","Średnia utrata prędkości ruchu w trakcie kontaktu nogi z podłożemcm/s","Procent średniej utraty prędkości ruchu w trakcie kontaktu nogi z podłożem%"
"1","5:15,2","5:15,2","1,00","5:15","5:19","123","130","3","4","378","4.85","437","5.60","174","244","50,5% L / 49,5% P","1,09","9,7","8,6","69","19,0","4:47","178","5:12","5:12","--","--"
"2","5:19,6","10:35","1,00","5:20","5:18","128","133","6","1","392","5.02","434","5.56","176","251","50,1% L / 49,9% P","1,06","9,2","8,4","74","17,0","5:01","183","5:19,6","5:20","--","--"
"3","5:20,0","15:55","1,00","5:20","5:19","129","133","6","2","388","4.97","463","5.94","176","252","50,3% L / 49,7% P","1,07","9,1","8,3","73","17,0","5:08","179","5:20","5:20","--","--"
"4","5:26,8","21:22","1,00","5:27","5:19","130","138","6","1","389","4.99","431","5.52","175","256","50,3% L / 49,7% P","1,05","9,2","8,5","74","16,0","5:12","178","5:26","5:26","--","--"
"5","5:18,4","26:40","1,00","5:18","5:21","128","136","2","5","352","4.51","448","5.74","174","253","50,4% L / 49,6% P","1,08","9,6","8,7","71","17,0","5:01","177","5:18,4","5:18","--","--"
"6","5:19,6","32:00","1,00","5:20","5:25","128","132","2","6","346","4.44","435","5.58","174","253","50,5% L / 49,5% P","1,08","9,5","8,6","70","16,0","4:33","180","5:19","5:19","--","--"
"7","5:18,5","37:18","1,00","5:18","5:20","129","133","0","6","349","4.47","378","4.85","174","254","50,7% L / 49,3% P","1,09","9,5","8,5","69","16,0","5:05","177","5:18,5","5:18","--","--"
"8","5:20,4","42:38","1,00","5:20","5:22","128","133","3","4","354","4.54","401","5.14","174","253","50,7% L / 49,3% P","1,08","9,5","8,7","69","15,0","4:59","177","5:20","5:20","--","--"
"9","0:00,7","42:39","0,00","2:25","5:27","127","127","0","0","349","4.47","349","4.47","171","256","51,5% L / 48,5% P","1,15","9,8","8,8","0","15,0","5:22","171","0:00,7","2:25","--","--"
"Podsumowanie","42:39","42:39","8,00","5:20","5:20","128","138","27","29","369","4.73","463","5.94","175","252","50,4% L / 49,6% P","1,07","9,4","8,5","569","16,6","4:33","183","42:34","5:19","--","--"
