"Okrążenia","Czas","Łączny czas","Dystanskm","Średnie tempomin/km","Średni GAPmin/km","Średnie tętnobpm","Maksymalne tętnobpm","Całkowity wzniosm","Całkowity spadekm","Średnia mocW","Średnia W/kg","Maksymalna mocW","Maksymalna W/kg","Średnia kadencja bieguspm","Średni czas kontaktu z podłożemms","Średni bilans GCT%","Średnia długość krokum","Średnie odchylenie pionowecm","Średnie odchylenie do długości%","Suma kaloriiC","Średnia temperatura","Najlepsze tempomin/km","Maksymalna kadencja bieguspm","Czas ruchu","Średnie tempo ruchumin/km","Średnia utrata prędkości ruchu w trakcie kontaktu nogi z podłożemcm/s","Procent średniej utraty prędkości ruchu w trakcie kontaktu nogi z podłożem%"
"1","4:57,3","4:57,3","1,00","4:57","4:59","132","140","1","2","375","4.73","446","5.63","176","244","49,8% L / 50,2% P","1,14","9,0","7,8","71","17,0","4:21","184","4:57,3","4:57","--","--"
"2","4:56,8","9:54,1","1,00","4:57","4:56","139","143","3","0","381","4.81","412","5.20","178","247","49,9% L / 50,1% P","1,13","8,7","7,5","74","12,0","4:44","183","4:56,8","4:57","--","--"
"3","4:58,5","14:53","1,00","4:59","4:55","141","144","3","0","381","4.81","431","5.44","178","248","50,0% L / 50,0% P","1,13","8,8","7,5","74","11,0","4:45","183","4:58","4:58","--","--"
"4","4:58,7","19:51","1,00","4:59","4:56","142","146","4","0","384","4.85","428","5.40","177","247","50,2% L / 49,8% P","1,14","9,2","7,8","74","10,0","4:49","179","4:58,7","4:59","--","--"
"5","4:57,0","24:48","1,00","4:57","4:54","142","146","4","0","388","4.90","442","5.58","177","244","50,0% L / 50,0% P","1,14","9,2","7,8","73","8,0","4:44","180","4:57","4:57","--","--"
"6","4:57,8","29:46","1,00","4:58","5:01","140","144","0","6","376","4.74","412","5.20","177","244","50,1% L / 49,9% P","1,14","9,3","7,9","71","7,0","4:41","185","4:57,8","4:58","--","--"
"7","4:56,6","34:43","1,00","4:57","4:57","143","149","0","2","384","4.85","406","5.12","175","246","50,2% L / 49,8% P","1,16","9,5","8,0","72","7,0","4:43","181","4:56","4:56","--","--"
"8","5:00,8","39:44","1,00","5:01","5:02","143","146","3","4","384","4.85","452","5.70","175","250","50,2% L / 49,8% P","1,14","9,4","8,0","71","7,0","4:37","179","5:00,8","5:01","--","--"
"9","4:57,9","44:41","1,00","4:58","4:58","142","146","5","10","387","4.88","476","6.01","175","250","50,1% L / 49,9% P","1,16","9,5","8,0","70","6,0","4:37","178","4:57,9","4:58","--","--"
"10","5:04,3","49:46","1,00","5:04","5:01","143","149","6","3","389","4.91","482","6.08","174","251","50,4% L / 49,6% P","1,14","9,5","8,1","71","6,0","4:40","178","5:04","5:04","--","--"
"11","4:59,5","54:45","1,00","4:59","4:58","143","147","6","4","390","4.92","470","5.93","175","249","50,3% L / 49,7% P","1,14","9,5","8,1","70","6,0","4:49","180","4:59,5","5:00","--","--"
"12","5:01,4","59:47","1,00","5:01","4:59","143","148","4","0","388","4.90","429","5.41","176","251","50,1% L / 49,9% P","1,13","9,3","8,0","70","6,0","4:54","183","5:01","5:01","--","--"
"13","5:02,3","1:04:49","1,00","5:02","4:58","144","149","6","0","393","4.96","471","5.94","175","251","50,1% L / 49,9% P","1,13","9,3","8,0","71","6,0","4:56","182","5:02,3","5:02","--","--"
"14","4:57,4","1:09:46","1,00","4:57","5:00","143","147","0","1","382","4.82","422","5.32","176","248","50,1% L / 49,9% P","1,14","9,4","8,0","68","5,0","4:42","181","4:57","4:57","--","--"
"15","4:59,3","1:14:45","1,00","4:59","5:01","142","146","0","5","379","4.78","404","5.10","176","250","50,1% L / 49,9% P","1,15","9,3","7,9","69","5,0","4:47","179","4:59","4:59","--","--"
"16","4:56,3","1:19:42","1,00","4:56","4:56","145","149","0","4","386","4.87","418","5.27","174","248","50,2% L / 49,8% P","1,16","9,7","8,1","69","5,0","4:47","180","4:56","4:56","--","--"
"17","5:01,1","1:24:43","1,00","5:01","5:01","143","147","4","6","387","4.88","464","5.85","175","253","50,1% L / 49,9% P","1,15","9,4","8,0","69","5,0","4:33","177","5:01,1","5:01","--","--"
"18","4:59,6","1:29:42","1,00","5:00","5:03","143","147","3","8","382","4.82","448","5.65","175","252","50,1% L / 49,9% P","1,15","9,4","8,0","70","5,0","4:48","177","4:59","4:59","--","--"
"19","0:01,5","1:29:44","0,01","3:17","4:57","143","143","0","0","431","5.44","477","6.02","167","256","50,4% L / 49,6% P","1,16","12,6","9,0","0","5,0","4:51","167","0:01","2:11","--","--"
"Podsumowanie","1:29:44","1:29:44","18,01","4:59","4:59","142","149","54","54","384","4.85","482","6.08","176","249","50,1% L / 49,9% P","1,14","9,3","7,9","1.278","7,4","4:21","185","1:29:40","4:59","--","--"
